h3_index,latitude,longitude,annual_pue,ac_coupled_base_lcoe,ac_coupled_total_lcoe,dc_coupled_base_lcoe,dc_coupled_total_lcoe,grid_base_lcoe,grid_total_lcoe,natural_gas_base_lcoe,natural_gas_total_lcoe,ng_config,ng_construction_years,gas_price,state,facility_load_mw,gpu_count
8412d99ffffffff,48.81110278975933,-115.87985502628482,1.0979654676237849,,,0.8963821594904439,1.337682159490444,0.0615,1.0579401521788898,0.1440005336624679,0.8455780298921552,2× GE 6F.03 CC,3.0,6.03,Idaho,122.4917724817785,100000
8412d9bffffffff,48.53339322374474,-115.432418793089,1.0980742994551016,0.7034579389126113,1.1447579389126117,0.563777827725488,1.005077827725488,0.0667,1.063093980285912,0.1532429367543705,0.8547508985602371,2× GE 6F.03 CC,3.0,7.14,Montana,122.50391403295976,100000
8412d9dffffffff,48.71163002373002,-116.42743460042368,1.0985479572904573,0.7470609747859273,1.1883609747859274,0.5977317152478427,1.0390317152478428,0.0615,1.05741213313465,0.1439499079728137,0.8451554025623257,2× GE 6F.03 CC,3.0,6.03,Idaho,122.55675648521664,100000
8412da1ffffffff,48.32183954556986,-118.79328645883768,1.0979725058427054,0.640969576617085,1.082269576617085,0.5120537055783583,0.9569932825042522,0.0587,1.0551054859560611,0.179757494450512,0.881330493430968,2× GE 6F.03 CC,3.0,10.32,Washington,122.49255768307684,100000
8412da3ffffffff,48.0630165455582,-118.3933842560545,1.0988229182164395,0.7440763682609464,1.1853763682609464,0.6013678832054925,1.0426678832054923,0.0587,1.0543347964245025,0.1796805902285475,0.8807106205927506,2× GE 6F.03 CC,3.0,10.32,Washington,122.58743181352152,100000
8412da5ffffffff,48.21709778669041,-119.37769378000056,1.098069349018524,,,0.4773022079186288,0.9186022079186288,0.0587,1.0550176612202251,0.1797487310486835,0.8812598554696223,2× GE 6F.03 CC,3.0,10.32,Washington,122.50336174987908,100000
8412da7ffffffff,47.96013660876842,-118.97749714445942,1.0988953201977512,0.8038373492541748,1.2451373492541749,0.6140123646603071,1.055312364660307,0.0587,1.054269236947322,0.1796740479801596,0.8806578901750037,2× GE 6F.03 CC,3.0,10.32,Washington,122.59550915956162,100000
8412da9ffffffff,48.6815601706644,-118.60732290391506,1.0979192400240088,0.7155301662286816,1.1568301662286815,0.5789372197044511,1.0202372197044511,0.0587,1.0551537980442052,0.17976231518708,0.8813693511520458,2× GE 6F.03 CC,3.0,10.32,Washington,122.48661521517847,100000
8412dabffffffff,48.42370356484366,-118.20595288924991,1.0981484843625404,0.5855765219881703,1.0268765219881704,0.4789497099693342,0.9202497099693344,0.0587,1.054945906789628,0.1797415709085171,0.8812021426720027,2× GE 6F.03 CC,3.0,10.32,Washington,122.51219028669593,100000
8412dadffffffff,48.57782433264744,-119.19498238927092,1.09793793512626,0.5445739341228729,0.9858739341228728,0.444343572132969,0.885643572132969,0.0587,1.0551368410558604,0.1797606227328465,0.8813557121069733,2× GE 6F.03 CC,3.0,10.32,Washington,122.4887008875234,100000
8412db1ffffffff,47.89950200626645,-117.4088006244651,1.0983456417516848,0.7256976979181292,1.1669976979181294,0.5830131120046042,1.0286478567465396,0.0587,1.0547671831400998,0.1797237369714434,0.8810583937864289,2× GE 6F.03 CC,3.0,10.32,Washington,122.53418565792234,100000
8412db3ffffffff,47.63318579081776,-117.01306893199052,1.098100167398376,0.7267107857089009,1.1680107857089008,0.5607940674360742,1.002094067436074,0.0587,1.0549897160254902,0.1797459422370951,0.8812373786214188,2× GE 6F.03 CC,3.0,10.32,Washington,122.50679992538132,100000
8412db5ffffffff,47.801368393051945,-117.99530249222042,1.0981222532510757,0.6272693882555944,1.0685693882555944,0.5046231405411662,0.9459231405411662,0.0587,1.0549696901927557,0.1797439441809852,0.8812212719025545,2× GE 6F.03 CC,3.0,10.32,Washington,122.50926387832314,100000
8412db7ffffffff,47.53690920696168,-117.59906693308292,1.0980781250076257,0.6445176825677364,1.0858176825677366,0.526752455613031,0.971625149922862,0.0587,1.0550097032533037,0.1797479369135141,0.8812534547625319,2× GE 6F.03 CC,3.0,10.32,Washington,122.50434082116324,100000
8412db9ffffffff,48.260086064646536,-117.21675838795436,1.0984542338090988,0.7683598110665799,1.20965981106658,0.6215213195776854,1.0628213195776854,0.0587,1.054668771577742,0.1797139168468116,0.880979240437913,2× GE 6F.03 CC,3.0,10.32,Washington,122.5463004593276,100000
8412dbbffffffff,47.99470859178277,-116.81966005689112,1.0999944311579657,,,0.5069188080248964,0.9482188080248964,0.0615,1.0561033425925936,0.1438244162393266,0.8441078375937866,2× GE 6F.03 CC,3.0,6.03,Idaho,122.71812872606056,100000
8412dbdffffffff,48.16301289686864,-117.80643687548356,1.098202287103208,0.8306755678876447,1.2719755678876448,0.6493411205810118,1.0906411205810118,0.0587,1.0548971281087125,0.1797367039092501,0.8811629099628167,2× GE 6F.03 CC,3.0,10.32,Washington,122.51819265495163,100000
8412de7ffffffff,48.93656992626795,-119.0105201902246,1.098065064940372,0.6443921664905585,1.0856921664905586,0.5367679355610772,0.9780679355610772,0.0587,1.0550215460196837,0.1797491185918414,0.8812629799439304,2× GE 6F.03 CC,3.0,10.32,Washington,122.50288380741029,100000
8426001ffffffff,43.422814939048976,-97.42465926125902,1.1138356933310347,0.4078436376991084,0.8491436376991084,0.3417250253935727,0.7830250253935727,0.0762999999999999,1.0587009553519464,0.1390905497263226,0.8306717841348482,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.26229453724358,100000
8426003ffffffff,43.07808852739583,-97.11723406341017,1.111322598242814,0.4576742352516754,0.8989742352516754,0.394000344521247,0.835300344521247,0.0762999999999999,1.060920769975806,0.1393032558250996,0.8324484010242865,2× GE 6F.03 CC,3.0,5.57,South Dakota,123.98192736646394,100000
8426005ffffffff,43.42291738012327,-97.99063220583126,1.1135035623076128,0.327762860072454,0.7690628600724541,0.2700019723273285,0.7113019723273286,0.0762999999999999,1.0589937517739965,0.1391186079519744,0.8309061242179984,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.22524116994308,100000
8426007ffffffff,43.07926681047231,-97.68034303733776,1.113009900541999,0.3257307182361502,0.7670307182361502,0.2714845311561916,0.7127845311561916,0.0762999999999999,1.0594292715871705,0.1391603416870343,0.8312546917436137,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.17016702921678,100000
8426009ffffffff,43.7657869362828,-97.16605950071006,1.112991309173329,0.3788155147256031,0.8201155147256032,0.3124443566545213,0.7537443566545213,0.0762999999999999,1.0594456808709525,0.1391619138927803,0.831267824669655,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.16809292964952,100000
842600bffffffff,43.41992146347423,-96.85871432346542,1.1119070200347445,,,0.3388084075102058,0.7801084075102058,0.0762999999999999,1.0604036553192802,0.1392537078442191,0.8320345337968089,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.04712692262616,100000
842600dffffffff,43.766708418343214,-97.73560131634709,1.1133795789440095,0.3627606188601707,0.8040606188601707,0.3017259912139388,0.7430259912139389,0.0762999999999999,1.0591030964433117,0.1391290856635398,0.8309936377803975,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.21140927594108,100000
8426011ffffffff,42.72674911491232,-96.25384040344224,1.1121645270319087,0.4838825621406007,0.9251825621406008,0.405619120270966,0.846919120270966,0.0562999999999999,0.964488588964414,0.1461403484703042,0.8387607701788742,2× GE 6F.03 CC,3.0,6.4,Iowa,124.07585504699732,100000
8426013ffffffff,42.37773487067014,-95.9546849904732,1.112191524332417,0.3537662552555554,0.7950662552555554,0.2938629991778976,0.7351629991778976,0.0562999999999999,0.9644665574287408,0.1461380435942906,0.8387416526575079,2× GE 6F.03 CC,3.0,6.4,Iowa,124.07886693333528,100000
8426015ffffffff,42.73168296861813,-96.8124964542776,1.1127853386189137,0.3656973780516952,0.8069973780516952,0.3039263621967299,0.74522636219673,0.0762999999999999,1.059627513171375,0.1391793377853971,0.8314133536272916,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.14511433967256,100000
8426017ffffffff,42.38364393021918,-96.51042836014084,1.1121795557556904,0.3850005392696601,0.8263005392696601,0.3075710451627579,0.748871045162758,0.0667,1.0504657233131272,0.1389809163534925,0.8315919787810457,2× GE 6F.03 CC,3.0,5.54,Nebraska,124.0775316889942,100000
8426019ffffffff,43.066568201690174,-95.99204706796294,1.1116438980614625,0.5368990982352668,0.9781990982352669,0.4412803595721233,0.8825803595721233,0.0562999999999999,0.9649136650305972,0.1461848192947379,0.8391296238903935,2× GE 6F.03 CC,3.0,6.4,Iowa,124.01777237748192,100000
842601bffffffff,42.719126105978496,-95.696868483039,1.1120552705336637,,,0.3175434326697877,0.7588434326697877,0.0562999999999999,0.9645777602267316,0.1461496777464933,0.8388381475853082,2× GE 6F.03 CC,3.0,6.4,Iowa,124.06366611891184,100000
842601dffffffff,43.07416362288628,-96.55566670263708,1.1111898210479558,0.3696756675790309,0.810975667579031,0.3097347535786288,0.7510347535786288,0.0562999999999999,0.9652847288614594,0.1462236374216396,0.8394516072348265,2× GE 6F.03 CC,3.0,6.4,Iowa,123.96711441066256,100000
8426021ffffffff,43.07329729155247,-98.81077276247018,1.1117981793823113,0.3444920301939586,0.7857920301939587,0.2861390188877172,0.7274390188877173,0.0667,1.05080295003579,0.1390132192000182,0.8318618656604015,2× GE 6F.03 CC,3.0,5.54,Nebraska,124.03498438733912,100000
8426023ffffffff,42.73011787703371,-98.4975702547715,1.1116647159785902,0.405738957739033,0.847038957739033,0.3353010904452528,0.7766010904452528,0.0667,1.0509210178382076,0.139024528822637,0.8319563567830636,2× GE 6F.03 CC,3.0,5.54,Nebraska,124.02009487636148,100000
8426025ffffffff,43.06611016871207,-99.37788298226708,1.1088939094728307,0.338308673537697,0.779608673537697,0.2682447711896279,0.7095447711896279,0.0762999999999999,1.0630755889162944,0.1395097045150579,0.834172969541338,2× GE 6F.03 CC,3.0,5.57,South Dakota,123.71097677556268,100000
8426027ffffffff,42.72407066384299,-99.06195521943587,1.1115402657459057,0.340685080450829,0.781985080450829,0.2831729984562786,0.7244729984562785,0.0667,1.051031137724713,0.139035077218513,0.8320444871882304,2× GE 6F.03 CC,3.0,5.54,Nebraska,124.0062108972776,100000
8426029ffffffff,43.42021854134081,-98.55799676246936,1.1111923484084196,0.3319113328755189,0.7732113328755189,0.2744823848315569,0.715782384831557,0.0762999999999999,1.0610360932210978,0.1393143052533252,0.8325406983485246,2× GE 6F.03 CC,3.0,5.57,South Dakota,123.96739636931432,100000
842602bffffffff,43.077676541965886,-98.24489076970184,1.112107069033575,0.3509171581972171,0.792217158197217,0.2877472724239618,0.7290472724239618,0.0762999999999999,1.060226770577431,0.1392367591983884,0.831892965755508,2× GE 6F.03 CC,3.0,5.57,South Dakota,124.06944488905822,100000
